id,price
0,1301.648
1,6493.470666666667
2,1674.1173333333334
3,3813.3000000000006
4,1865.0733333333333
5,8821.0
6,718.7826666666666
7,966.052
8,740.9516000000001
9,14394.9
10,411.1922666666667
11,990.3173333333333
12,1144.0058000000001
13,1759.558
14,1638.0603333333331
15,3187.468
16,1242.854
17,1028.4796108225107
18,2876.0868
19,1765.068
20,5193.184666666667
21,6417.517666666667
22,3256.666666666667
23,15354.782
24,658.8324000000001
25,5086.164
26,1298.2142666666668
27,9807.090666666669
28,458.39953333333347
29,754.3577054945055
30,7327.532857142859
31,656.6382634920635
32,602.3198952380952
33,863.396
34,1854.5164666666672
35,16597.244
36,965.928
37,531.1603809523809
38,1027.8396666666665
39,1834.184
40,3738.536
41,6039.471333333333
42,6399.765533333334
43,2478.056
44,8166.78
45,5734.552
46,5412.634266666667
47,2462.036
48,2818.8133333333335
49,4443.7100666666665
50,670.264
51,5037.116133333333
52,925.646
53,10634.228333333333
54,784.937895238095
55,8243.873333333335
56,512.6592
57,635.1758666666663
58,693.9984000000001
59,2431.998533333334
60,802.936
61,961.2246666666665
62,398.03040000000004
63,4845.271
64,3262.1081333333323
65,926.8654476190477
66,506.14573333333334
67,765.7333333333335
68,791.5334666666668
69,629.744
70,1905.1098666666667
71,11082.726371428571
72,748.6663333333333
73,1514.092
74,3667.46
75,1692.1216
76,987.3820666666667
77,9261.052
78,2710.163333333333
79,2355.296
80,920.1853333333333
81,3166.694
82,9548.0496
83,558.0513333333333
84,816.5875333333332
85,1071.2222666666667
86,2175.532666666667
87,1273.864
88,2814.664
89,6502.43
90,1319.82
91,1666.84
92,797.782
93,5634.657333333334
94,1224.8205333333333
95,390.64
96,727.4197878787879
97,10290.502
98,637.8324
99,5804.672
100,6102.072666666666
101,9623.27
102,4453.758319047619
103,16678.252
104,13658.396266666667
105,583.1636666666666
106,488.16433333333333
107,514.8663333333334
108,5246.404
109,2009.3026666666667
110,4160.262
111,5882.760666666666
112,3799.108
113,784.3406666666667
114,7181.712666666666
115,1706.9723333333332
116,1553.288
117,1003.3277333333333
118,1287.584
119,2567.08
120,1779.46
121,1986.4013333333332
122,15287.211066666665
123,11368.496
124,8192.774
125,860.684
126,651.3678190476192
127,879.1501333333332
128,3027.312
129,658.7413999999999
130,4110.812666666668
131,2418.044
132,10175.996
133,829.5051238095233
134,2343.28
135,739.6546666666668
136,7935.91
137,16154.7234
138,1214.6101333333334
139,4093.419066666667
140,2181.982
141,4480.426666666667
142,1720.375
143,11121.496
144,3516.1080000000006
145,1437.544
146,862.484
147,2076.6156666666666
148,2216.824
149,1850.411066666667
150,7029.276
151,4350.479628571428
152,2634.652
153,1348.2426666666665
154,1131.5696476190478
155,766.176
156,1765.9153333333334
157,1711.260266666667
158,1037.664
159,2231.38
160,1778.2176666666664
161,2391.072
162,1616.9826666666668
163,837.7486666666666
164,657.1812666666666
165,4561.8184
166,595.7946666666668
167,1189.408
168,18003.128
169,2505.8256
170,3613.497380952381
171,1409.236
172,625.8563428571429
173,2221.176
174,7226.642266666667
175,4273.144
176,4690.085771428572
177,4936.526
178,4813.281666666666
179,1181.5686666666668
180,13788.973800000002
181,706.4865333333335
182,10838.198000000004
183,1631.292
184,1075.468
185,6917.591333333334
186,890.2
187,2632.26
188,1985.9926666666665
189,713.044
190,4104.5
191,592.1081333333332
192,2501.95
193,10603.705133333335
194,2151.484
195,1170.4712
196,13190.06
197,743.338
198,680.112
199,813.8386666666668
200,4109.670666666667
201,2592.196
202,891.3685333333333
203,883.9912380952383
204,5170.36
205,2495.9546666666665
206,15777.937666666667
207,13211.317933333332
208,3908.62
209,756.5476000000001
210,5373.630885714286
211,2201.461866666666
212,3599.656
213,2925.924
214,983.8909523809524
215,5740.508
216,1967.576
217,714.9939333333334
218,4689.784
219,648.8089333333334
220,1839.756
221,1812.1653809523812
222,1237.6881333333333
223,15450.308
224,2180.806
225,1384.768
226,2861.348
227,4417.972
228,738.7160000000001
229,5694.128
230,8237.989333333333
231,3143.509
232,837.0988666666665
233,590.092
234,1410.196
235,1659.497
236,2323.875
237,823.2661333333333
238,762.4122
239,9285.854
240,1450.2784
241,4065.8946666666675
242,8299.861333333332
243,9091.12883809524
244,869.552
245,2357.958
246,12522.564
247,4294.770666666666
248,412.72793333333334
249,928.499688888889
250,2559.5251999999996
251,746.5293333333333
252,1010.3573333333333
253,2768.544
254,13672.068
255,9046.735333333334
256,15675.511199999999
257,762.684
258,6217.036466666666
259,421.7973333333333
260,708.4797333333332
261,8449.922
262,10263.1196
263,2063.6874857142857
264,852.496
265,2153.2986
266,746.7025238095239
267,503.6046666666667
268,987.2516666666667
269,3247.9151999999995
270,1675.8458666666666
271,2258.565333333334
272,3779.5249999999996
