id,price
0,1288.076
1,6561.679
2,1691.1008
3,4244.980666666667
4,1675.8613333333333
5,8739.952
6,749.464
7,978.2896000000001
8,738.978
9,13813.852
10,438.47933333333333
11,964.9865333333332
12,1127.4998
13,1742.3976
14,1525.484
15,3281.518
16,1338.452
17,1021.7869285714285
18,2865.6386666666667
19,1787.012
20,5278.92
21,6234.574
22,3129.302333333333
23,14621.112
24,659.6805333333333
25,5467.888
26,1568.424
27,9172.67
28,493.26
29,759.7758
30,7389.612
31,682.3832
32,614.0478666666667
33,876.348
34,1799.2044761904763
35,15908.836
36,936.4771428571429
37,468.776
38,1029.655
39,1903.1274285714287
40,3570.632
41,6099.8404
42,6468.721333333334
43,2479.884
44,8179.582
45,6080.72
46,5277.151933333334
47,2419.5786666666663
48,2818.1259999999997
49,4344.5
50,668.352
51,4985.188
52,923.799
53,10687.935
54,837.2866666666666
55,7995.294400000001
56,480.50109523809533
57,591.6928
58,703.918
59,2432.125333333333
60,809.1245333333333
61,965.4949333333334
62,412.50480000000005
63,4900.278666666666
64,3344.188266666667
65,926.4550285714288
66,507.55466666666666
67,771.9666666666666
68,786.048
69,612.299
70,1891.0102571428572
71,10923.838666666667
72,748.724
73,1512.2413333333334
74,3608.81
75,1672.5773333333332
76,969.6556571428572
77,9168.164
78,2614.0800000000004
79,2308.041
80,936.5642666666666
81,3121.1545333333333
82,9319.178285714286
83,558.5784
84,830.3544
85,1070.7643999999998
86,2265.916
87,1266.648
88,2704.44
89,6426.888
90,1321.8026666666665
91,1660.8650666666667
92,805.7666666666667
93,5435.144
94,1202.5
95,494.7952
96,697.0336952380953
97,10199.646
98,641.1171333333333
99,5825.504
100,6149.053333333333
101,9375.966
102,4482.416
103,16835.127333333337
104,13744.844
105,556.4513333333333
106,520.9062
107,473.26933333333335
108,4974.096
109,1991.0275
110,3948.208
111,5840.827333333333
112,3935.838666666667
113,720.824
114,7353.922666666667
115,1732.4709333333335
116,1475.444
117,987.3584000000001
118,1282.4373333333333
119,2583.638
120,1744.128
121,2065.716
122,15049.5914
123,12534.048
124,8879.910333333331
125,825.18
126,669.4834666666667
127,965.4821777777778
128,2938.692
129,668.6212
130,4388.014733333334
131,2460.2988000000005
132,10253.721
133,800.4603857142855
134,2368.6
135,750.716
136,8122.019
137,15915.835333333334
138,1214.9623999999997
139,4090.524
140,2292.8937333333333
141,4419.564
142,1765.0345333333335
143,10955.376266666668
144,3571.644
145,1318.548
146,876.3613333333333
147,2090.4786666666664
148,2239.584
149,1894.1002857142853
150,6948.016
151,4379.46
152,2581.232
153,1345.752
154,1170.6820952380951
155,730.8349333333332
156,1716.428
157,1752.884
158,1025.872
159,2219.06
160,1814.202
161,2404.728
162,1565.8061714285714
163,829.9593428571427
164,654.3609047619047
165,4420.768
166,612.65
167,1175.592
168,17754.01526666666
169,2496.037
170,3537.8631333333333
171,1397.518
172,581.1625523809524
173,2221.016
174,8241.697866666666
175,4265.748
176,4572.982
177,4912.416
178,5021.492
179,1248.0813333333335
180,13646.0396
181,659.9397333333334
182,10721.886095238093
183,1634.0454285714286
184,1024.096
185,6985.924
186,909.116
187,2576.204
188,2002.8013333333336
189,708.132
190,4175.188
191,629.496
192,2402.572
193,10243.272
194,2123.852
195,1188.134
196,13122.268666666667
197,756.058
198,729.1111999999999
199,799.144
200,4189.2856
201,2533.88
202,892.2021333333336
203,896.5846
204,5255.878
205,2232.807333333333
206,16069.791
207,13232.16239047619
208,3906.7364761904764
209,738.2310666666666
210,5416.5233333333335
211,2207.804
212,3519.524
213,2927.604
214,972.2429333333333
215,6037.831333333333
216,1971.888
217,791.012
218,4683.684
219,686.608980952381
220,1876.3893333333333
221,1762.0750666666665
222,1244.1757333333335
223,15469.19
224,1956.42
225,1405.0006666666668
226,2884.8126666666667
227,4576.548
228,741.9804476190475
229,5637.896
230,8184.0736
231,3172.796
232,825.3462
233,586.012
234,1394.256
235,1662.288
236,2301.708
237,828.6393333333333
238,715.1938
239,9417.108152380953
240,1367.2995333333333
241,4074.988
242,8348.756
243,9073.996733333335
244,856.948
245,2298.316
246,13915.162
247,4249.861333333334
248,435.56
249,897.8186666666666
250,2482.514
251,792.17
252,1016.3357142857143
253,2973.252
254,13333.684
255,9649.412
256,15509.468666666666
257,804.3027333333333
258,6191.358
259,433.1573333333334
260,672.31
261,8486.082400000001
262,11152.582
263,2127.877
264,824.56
265,2126.373333333333
266,841.6406666666669
267,502.236
268,968.2626666666667
269,3417.4053333333336
270,1624.94
271,2264.452
272,3899.098
273,3873.3326666666667
274,1026.1046857142858
275,460.87800000000004
276,1034.148
277,667.6768000000001
278,3915.999
279,4467.5964
280,1048.737333333333
281,605.41
282,2337.4658
283,1060.7533333333336
284,677.808
285,15890.082828571432
286,544.226
287,9990.646
288,13815.152
289,729.2823333333332
290,780.6033333333334
291,997.224
292,1083.0312
293,2604.16
294,5257.874666666666
295,923.5891238095238
296,6896.351
297,4090.124
298,3161.952
299,1780.3213333333333
300,972.3104000000002
301,597.6638
302,484.882
303,2827.1273333333334
304,4569.9
305,14396.696533333334
306,4338.990666666667
307,4759.78
308,949.512
309,5684.2084
310,1236.0503999999999
311,595.3955047619047
312,3480.4636000000005
313,2405.32
314,4158.493333333334
315,1956.2487619047622
316,6672.748
317,16606.328
318,14357.573666666665
319,1194.8566666666666
320,12021.906
321,6218.021833333333
322,9784.768
323,842.3795238095238
324,583.6797333333333
325,15666.42
326,930.7716666666668
327,1092.592
328,2354.436
329,1016.7128000000001
330,2358.96
331,1445.3266666666666
332,885.4507333333333
333,699.733
